0: [[13, 5, 10, 12, 2], [1, 3, 4], [6, 7, 8, 9, 11]]
1: [[13, 2, 5, 10, 12], [1, 3, 4], [6, 7, 8, 9, 11]]
2: [[13, 2, 5, 10, 12], [1, 3, 4], [6, 7, 8, 9, 11]]
3: [[13, 2, 5, 10, 12], [1, 3, 4], [6, 7, 8, 9, 11]]
4: [[13, 2, 5, 10, 12], [1, 3, 4], [6, 7, 8, 9, 11]]
5: [[13, 2, 5, 10, 12], [1, 3, 4], [6, 7, 8, 9, 11]]
6: [[13, 2, 5, 10, 12], [1, 3, 4], [6, 7, 8, 9, 11]]
7: [[13, 2, 5, 10, 12], [1, 3, 4], [6, 7, 8, 9, 11]]
8: [[13, 2, 5, 10, 12], [1, 3, 4], [6, 7, 8, 9, 11]]
9: [[13, 2, 5, 10, 12], [1, 3, 4], [6, 7, 8, 9, 11]]
10: [[13, 2, 5, 10, 12], [1, 3, 4], [6, 7, 8, 9, 11]]
11: [[13, 2, 5, 10, 12], [1, 3, 4], [6, 7, 8, 9, 11]]
12: [[13, 2, 5, 10, 12], [1, 3, 4], [6, 7, 8, 9, 11]]
13: [[13, 2, 5, 10, 12], [1, 3, 4, 6], [7, 8, 9, 11]]
14: [[13, 2, 5, 10, 12], [1, 3, 4, 6], [7, 8, 9, 11]]
15: [[13, 2, 5, 10, 12], [1, 3], [4, 6, 7, 8, 9, 11]]
16: [[13, 2, 5, 10, 12], [1, 3], [4, 6, 7, 8, 9, 11]]
17: [[13, 2, 5, 10, 12], [1, 3], [4, 6, 7, 8, 9, 11]]
18: [[13, 2, 5, 10, 12], [1, 3], [4, 6, 7, 8, 9, 11]]
19: [[13, 2, 5, 10], [12, 1, 3, 4], [6, 7, 8, 9, 11]]
20: [[13, 2, 5, 10], [12, 1, 3, 4], [6, 7, 8, 9, 11]]
21: [[13, 2, 5, 10], [12, 1, 3, 4], [6, 7, 8, 9, 11]]
22: [[13, 2, 5, 10, 12, 1], [3, 4, 6], [7, 8, 9, 11]]
23: [[13, 2, 5, 10, 12, 1], [3, 4, 6], [7, 8, 9, 11]]
24: [[13, 2, 5, 10, 12, 1], [3, 4], [6, 7, 8, 9, 11]]
25: [[13, 2, 5, 10, 12, 1], [3, 4], [6, 7, 8, 9, 11]]
26: [[13, 2, 5, 10], [12, 1, 3], [4, 6, 7, 8, 9, 11]]
27: [[13, 2, 5, 10, 12], [1, 3, 4, 6, 7], [8, 9, 11]]
