,mq,No. Clus,Max clus,Min clus
0,2.012074744427686,8,3,3
1,2.012074744427686,8,3,3
2,2.012074744427686,8,3,3
3,2.012074744427686,8,3,3
4,2.012074744427686,8,3,3
5,2.012074744427686,8,3,3
6,2.012074744427686,8,3,3
7,2.012074744427686,8,3,3
8,2.012074744427686,8,3,3
9,2.012074744427686,8,3,3
10,2.012074744427686,8,3,3
11,2.012074744427686,8,3,3
12,2.012074744427686,8,3,3
13,2.012074744427686,8,3,3
14,2.012074744427686,8,3,3
15,2.012074744427686,8,3,3
16,2.012074744427686,8,3,3
17,2.012074744427686,8,3,3
18,2.012074744427686,8,3,3
19,2.012074744427686,8,3,3
20,2.012074744427686,8,3,3
21,2.012074744427686,8,3,3
22,2.012074744427686,8,3,3
23,2.012074744427686,8,3,3
24,2.012074744427686,8,3,3
25,2.012074744427686,8,3,3
26,2.012074744427686,8,3,3
27,2.012074744427686,8,3,3
28,2.012074744427686,8,3,3
29,2.012074744427686,8,3,3
30,2.012074744427686,8,3,3
31,2.012074744427686,8,3,3
32,2.012074744427686,8,3,3
33,2.012074744427686,8,3,3
34,2.012074744427686,8,3,3
35,2.012074744427686,8,3,3
36,2.012074744427686,8,3,3
37,2.012074744427686,8,3,3
38,2.012074744427686,8,3,3
39,2.012074744427686,8,3,3
40,2.012074744427686,8,3,3
41,2.012074744427686,8,3,3
42,2.012074744427686,8,3,3
43,2.012074744427686,8,3,3
44,2.012074744427686,8,3,3
45,2.012074744427686,8,3,3
46,2.012074744427686,8,3,3
47,2.012074744427686,8,3,3
